saved_id,sentiment,situation,message,canal,ciutada,clas1,clas2,clas3,lng,lat,barri,data_inici
BC00294150,"3,9","3,75","Buenos días, Adjuntamos 2 fotografias para su comprobación porque seguimos teniendo la furgoneta blanca con empleado del bar [NAME] descargandola encima de la acera y cliente dejando la moto encima de la acera para ir al bar. Sería aconsejable multar al Bar [NAME] por incumplir la normativa de estacionar para descargar la furgoneta que la conduce su propio empleado. Se supone que su personal y dirección del Bar [NAME] conocen que no pueden estacionar encima de la acera para descargar, hay una zona de carga y descarga muy cercana. También considero que los propios camareros del bar deberían avisar a sus clientes que no deben aparcar encima de la acera. Normalmente son siempre las mismas motos. Ruego tomen medidas porque siempre estamos igual como: multar, levantar acta de la infracción, avisar al propietarios y camareros, pasar el coche de la Policia Local a diferentes horas por las mañanas y tardes-noche, pasar de paisano para ver si cumplen con la normativa. Saludos.",Web municipal,Ciutadà,Policia local,Incidències sobre seguretat,,2.43083695,41.54643626,Cirera,2020-01-01 00:00:00
BC00294152,"3,05","2,55","Volia adjuntardues grabacions de veu, una de les 00:30 i l'altre de les 5,15 de la matinada (pq veieu el rang d'hores que hem d'aguantar la música i els crits tenint dues criatures i anant a treballar dues persones adultes! ) però no em deixa.... | Acabem de veure com entra més gent en el número [ADDRESS] des de que vau venir fa poc a fer les identificacions. Ara els que vivien al primer estan al baix (gays) i al 1r hi torna ha haver un grup que molesta bastant bastant, de fet son els dels crits de les grabacions que es repeteixen cada nit i solen durar fins les 7 o 8 del matí, avui, concretament fins les 9 i pq he sortit amb els nens al balcó, si no seguien... Venen vacances, és estiu, espero que es pugui agilitzar tot el procès que heu de fer per tancar la casa siusplau. A part de tot això, el grup del número [ADDRESS] cada cop que passa un grupet de noies joves els hi dieuen de tot, i no en plan innocent precissament... recordo que les claus dels baixos les tenien els okupes que ara han marxat al camí ral... ¿¿¿¿els hi hauran fet un nou lloguer?¿¿?¿??¿¿? a veure si ho podem moure aviat això SIUPLAU!!!!!!!",Web municipal,Ciutadà,Policia local,Incidències sobre seguretat,,2.44735805,41.54057364,Centre,2020-01-01 00:00:00
BC00294153,"3,25","2,5",Desde el pasado 19/12/419 hay interpuesta una denuncia por malos olores procedentes de la pescadería situada en los bajos del edificio de [ADDRESS]. Desde entonces no he recibido comunicación de actuación por parte del ayuntamiento. Ayer volví a recibir una queja de una vecina por malos olores. No me parece correcta la forma de proceder del ayuntamiento haciendo caso omiso a las quejas de los ciudadanos. Exijo que se cierre dicho local hasta que se hagan las actuaciones pertinentes o de lo contrario denunciaré al ayuntamiento por dejación de funciones. | [ADDRESS],Web municipal,Ciutadà,Salut Pública,"Insalubritat solars, edificis (locals, habitatges), etc",,,,,2020-01-01 00:00:00
BC00294154,3,"2,55","Ayer, 26/06/2020 recibí una queja de la vecina del [ADDRESS] a través de PUMSA por problemas, otra vez, con el indigente que entra a nuestro edificio y llena de ropa y cacharros nuestra entrada y se encara con los vecinos. Es ya el enésimo aviso para que el ayuntamiento haga algo para evitar que el asunto vaya a más. el día 12/02/20 la policía dijo que se hacía cargo del asunto. A día de hoy seguimos con los mismos problemas de siempre. El ayuntamiento NO HACE NADA. Nos veremos obligados a denunciar al ayuntamiento por dejación de funciones.",Web municipal,Ciutadà,Policia local,,,2.44501400,41.53998097,Centre,2020-01-01 00:00:00
BC00294155,"7,45","3,8","Hola buenas tardes, mi queja es en referencia a los arboles que tenemos delante del balcon, llevamos 3 años sin que se haga una poda a los mismos. Las nuevas hojas salen enfermas ( hongo ), y estan cerca de los balcones, pudiendo afectar al resto de plantas y atrayendo infinidad de insectos. Teneis previsto una poda en breve? | Quedo a las espera de vuestra respuesta | Gracias",Web municipal,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.44423663,41.53281394,Eixample,2020-01-01 00:00:00
BC00294156,"7,45","3,8","Hola buenas tardes, mi queja es en referencia a los arboles que tenemos delante del balcon, llevamos 3 años sin que se haga una poda a los mismos. Las nuevas hojas salen enfermas ( hongo ), y estan cerca de los balcones, pudiendo afectar al resto de plantas y atrayendo infinidad de insectos. Teneis previsto una poda en breve? Quedo a las espera de vuestra respuesta Gracias",Web municipal,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.44425884,41.53281962,Eixample,2020-01-01 00:00:00
BC00294164,3,"2,5","Bon dia, Portem des de l'any passat denunciant un problema de paneroles que afecta al carrer i les finques que hi ha als números [ADDRESS], [ADDRESS], [ADDRESS] i [ADDRESS]. Des de que es va fer l'enderroc de l'habitatge ocupat al número [ADDRESS] tenim incidències diàries amb les paneroles. L'any passat vam realitzar els comunicats BC00271790 i el comunicat BC00269924. Aquest any s'ha realitzat el comunicat BC00293104 i continuem, no igual, pitjor. La plaga s'està estenent. Les conservacions del solar semblen que son optimes perque es reprodueixin les paneroles. El propietari el sr. [NAME] [PHONE] no es vol responsabilitzar del manteniment d'aquest solar de la seva propietat afectant a la salubritat de les finques del voltant i el risc que suposa per la salut dels que hi vivim i dels més menuts. Solicitem que es requereixi al propietari que realitzi el manteniment i la desinfecció del solar.",Web municipal,Ciutadà,Salut Pública,"Plagues (rates, paneroles, mosquit tigre, etc.)",,2.44811839,41.53869959,Centre,2020-01-01 00:00:00
BC00294165,"5,75","3,8","Bon dia, els hi faig saber l'estat en que és troba la zona entre carrer [ADDRESS]- [ADDRESS]- [ADDRESS]. A veure si poguéssin fer quelcom .. Contenidors carrer [ADDRESS] desbordats per mobiliari que també és troba repartit per carrer [ADDRESS] i on s'hi troben restes de (Uralita) sense estar tapada i a sobre trençada a trossets. solar [ADDRESS] cantonada [ADDRESS], entren i surten rates... Per tota aquesta zona portem uns dies que hi han arnes volant (una gran quantitatt) SIUSPLAU podrien fer una mica de neteja i cridar l'atenció a aquesta gent que deixa mobles i a part uralita a sobre de la vorera de carrer [ADDRESS]? moltes gràcies per adelantat. Salutacions.",Web municipal,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.44208803,41.55060530,Els Molins,2020-01-01 00:00:00
BC00294166,7,"3,8","Bon dia, els hi faig saber l'estat en que és troba la zona entre carrer [ADDRESS]- [ADDRESS]- [ADDRESS]. A veure si poguéssin fer quelcom .. Contenidors carrer [ADDRESS] desbordats per mobiliari que també és troba repeartit per carrer [ADDRESS] i on s'hi troven restes de (Uralita) sense estar tapada i a sobre trendcada a trossets. solar [ADDRESS] cantonada [ADDRESS], entren i surten rates... Per tota aquesta zona portem uns dies que hi han Arnes volant (una gran quantitatt) SIUSPLAU podrien fer una mica de neteja i crida l'atenció a aquesta gent que deixa mobles i a part uralita a sobre de la vorera de carrer [ADDRESS]? moltes gràcies per adelantat. Salutacions.",Web municipal,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.44208803,41.55060530,Els Molins,2020-01-01 00:00:00
BC00294167,"1,25","2,55","Bona tarda, des de les 16h de diumenge hem trucat 2 vegades a la policia local pels sorolls de la casa okupada del nº [ADDRESS] i [ADDRESS]... fa dues setmanes hi vau fer una actuació... jo crec que heu de tornar pq això s'ha multiplicat per 3 la gent que hi viu... ara han okupat els baixos, que fins ara estaven mig buits. hi ha gent soroll i crits tot el dia a totes hores, ahir a la nit també vareu haver de venir i si que vau poder veure com estaven, avui diumenge no teniu efectius i no heu vingut, però s'està desmadrant molt molt, hi ha com a mínim 30 persones entre tots els pisos que tenen, i és igual si són les 4 de la tarda com les 3 de la matinada, les anades i vingudes i són igual i els crits també, feu el favor de fer alguna cosa ja!!!! tots sabem que a l'agost els jutges i l'ajuntament no treballen, així que SIUPLAU agilitzau els tràmits. no tenim pq estar aguantant tot això, que ja portm 3 anys!!!!! i som gent treballadora amb fills petits que no poden dormir a les seves habitacions tranquils per tenen por i hi ha molt de merder! SIUSPLAU AJUNTAMENT ACTUA! De veritat que s'han multiplicat, hi ha gent per tot arreu, a tots els balcons i a tots els pisos!",Web municipal,Ciutadà,Policia local,Incidències sobre seguretat,,2.44735805,41.54057364,Centre,2020-01-01 00:00:00
BC00294168,4,"2,55","Buenas tardes!!! | Cafetería [NAME], situada en [ADDRESS], la terraza ocupa más espacio de lo que marca su fachada, invadiendo parte de la finca situada en el número 55. Tienen tres mesas donde disfrutan hasta más de 20 personas, dificultando el paso de viandantes. | Hartos de olores a porros e incluso ¿trapicheos¿. | GRACIAS",Web municipal,Ciutadà,Policia local,Servei d'Assessorament i Gestió de Qualitat Urbana,,2.45194931,41.54806176,El Palau-Escorxador,2020-01-01 00:00:00
BC00294169,"7,45","3,75","Ayer sábado 27 de junio (adelantándose unas semanas a lo que viene siendo habitual cada año) hemos visto varios ejemplares de panerolla americana que trepan por la fachada del edificio ([ADDRESS]) entrando dentro de las viviendas. Les escribo de parte de los vecinos para pedirles que, por favor, realicen el tratamiento de control de la plaga.",Web municipal,Ciutadà,Salut Pública,"Plagues (rates, paneroles, mosquit tigre, etc.)",,2.43443304,41.54265678,Cirera,2020-01-01 00:00:00
BC00294170,"7,45","3,8","A qui correspongui, | Al carrer [ADDRESS], a l¿alçada del número 12, just davant l¿entrada de casa les rajoles de l¿acera, com es veu a les fotos, estan completament aixecades. Qualsevol dia ens entravancarem i tindrem un disgust. | Prego procedeixin a fer les tasques necessàries per arreglar l¿acera. | Atentament, | [NAME]",Web municipal,Ciutadà,Manteniment de la Ciutat,Voreres,,2.46189397,41.55497613,El Palau-Escorxador,2020-01-01 00:00:00
BC00294171,5,5,"FOTODENÚNCIA | Senyal a terra, [ADDRESS].",Fotodenuncia,Ciutadà,Mobilitat,Ordenació viària,Senyalització viària,2.44251397,41.54101697,Eixample,2020-01-01 00:00:00
BC00294172,"4,5","3,8",FOTODENÚNCIA | [ADDRESS]. El falta polsador del semàfor de peatons. Els ciutadans no poden demanar pas.,Fotodenuncia,Ciutadà,Mobilitat,Ordenació viària,Semàfors / Pilones mòbils,2.43215175,41.55131581,Cirera,2020-01-01 00:00:00
BC00294173,"3,75","2,55",FOTODENÚNCIA | Molló torçat a punt de caure. Davant [ADDRESS].,Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Mollons (obra / ferro),,2.43599190,41.54809220,Cirera,2020-01-01 00:00:00
BC00294174,5,"3,8","FOTODENÚNCIA | [ADDRESS]. Semàfor situat davant [ADDRESS], llum intermitent penjant.",Fotodenuncia,Ciutadà,Mobilitat,Ordenació viària,Semàfors / Pilones mòbils,2.43521924,41.54756997,Cirera,2020-01-01 00:00:00
BC00294175,"4,5","3,8",FOTODENÚNCIA | Panots arrencats Ronda St Oleguer davant l'escola [NAME],Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Voreres,,2.44584352,41.55102151,Els Molins,2020-01-01 00:00:00
BC00294176,5,5,Reclamacio tarjeta de mobilitat,Web municipal,Ciutadà,Mobilitat,,,2.43735481,41.55108582,Vista Alegre,2020-01-01 00:00:00
BC00294177,"7,45","5,05","010. | Sol·licita la poda dels arbres, branques i tractament perquè estan plens d' insectes. Gràcies.",Telèfon 010,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.44847266,41.54527404,Eixample,2020-01-01 00:00:00
BC00294178,"4,5","2,55",FOTODENÚNCIA | La Rotonda que hi ha a l'entrada de Mataró Nord necessita poda. Les herbes han crescut tant que dificulten la visió dels conductors i poden provocar un accident per falta de visibilitat.,Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.45714456,41.55339438,El Palau-Escorxador,2020-01-01 00:00:00
BC00294179,"4,5","3,8","FOTODENÚNCIA | Brossa, trastos i vegetació a la Riera de Sant Simó.",Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Neteja viària / Recollida animals morts (gossos, gats, coloms, rates,etc.)",,2.45291188,41.54910717,Vista Alegre,2020-01-01 00:00:00
BC00294180,"5,5",5,La senyal vertical de prohibit el pas i sentit obligatori arrencada. Situada a la cantonada C. [ADDRESS] amb [ADDRESS]. La senyal està al pàrquing del [ADDRESS].,Policia Local,Intern,Mobilitat,Ordenació viària,Senyalització viària,2.42745601,41.53428648,Pla d´en Boet,2020-01-01 00:00:00
BC00294181,"4,5","3,8",FOTODENÚNCIA | Els arbres del C. Marathon estan plens de pugó que cau sobre els cotxes i la vorera i la deixa enganxosa i bruta.,Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.42776166,41.53690467,Cerdanyola,2020-01-01 00:00:00
BC00294182,"2,5","1,25",Plaga de cucarachas. Es muy urgente. Salen por todos los sitios. Es mu muy urgente.,Web municipal,Ciutadà,Salut Pública,"Plagues (rates, paneroles, mosquit tigre, etc.)",,2.44580972,41.55218912,Vista Alegre,2020-01-01 00:00:00
BC00294183,"5,5","3,75",vOL ENTREVISTA AMB [NAME]. TÉ UNA CARTA SOBRE LA LLEI DE LA DEPENDÈNCIA QUE ESTÀ A PUNT DE CADUCAR,Web municipal,Ciutadà,Benestar Social,,,2.42515799,41.54516268,Cerdanyola,2020-01-01 00:00:00
BC00294184,"4,5","3,8","En febrero nos instalaron una placa de Gual en un local situado en [ADDRESS]. | Desde entonces hemos solicitado diversas veces que nos desinstalen las pilonas que bloquean el acceso a nuestro local, así como pintar la linea amarilla. | Por estos motivos enviamos de nuevo diversos correos a Movilitat, nos respondieron que ya contestarian y no hemos reciclado nada. | Uno de esos números de envio es: [ID]. | Solicitamos respuesta, ya que después de un año y algún mes de más, estaría bien poder acceder a [NAME]. | Tenemos que quitar nosotros las pilonas con permiso del ayuntamiento, o viene la brigada a quitarla? | Gracias por su tiempo.",Web municipal,Ciutadà,Mobilitat,Ordenació viària,Guals / Estacionaments reservats per a persones amb discapacitat,2.43530394,41.53946534,Peramàs-Esmandies,2020-01-01 00:00:00
BC00294185,"5,5","3,8","En febrero nos instalaron una placa de Gual en un local situado en [ADDRESS]. Desde entonces hemos solicitado diversas veces que nos desinstalen las pilonas que bloquean el acceso a nuestro local, así como pintar la linea amarilla. Por estos motivos enviamos de nuevo diversos correos a Movilitat, nos respondieron que ya contestarian y no hemos recicbido nada. Uno de esos números de envio es: [ID]. Solicitamos respuesta, ya que después de un año y algún mes de mas, estaría bien poder acceder a mi local. Tenemos que quitar nosotros las pilonas amb permiso del ajuntament, o viene la brigada a quitarla? | Gracias por su tiempo.",Web municipal,Ciutadà,Mobilitat,Ordenació viària,Guals / Estacionaments reservats per a persones amb discapacitat,2.43530394,41.53946534,Peramàs-Esmandies,2020-01-01 00:00:00
BC00294186,"4,5","2,55",Tel 010: | Comenta que hi ha paneroles i surten moltes | Demana que passin a fumigar el mes aviat possible,Telèfon 010,Ciutadà,Salut Pública,"Plagues (rates, paneroles, mosquit tigre, etc.)",,2.43330632,41.54998398,Cirera,2020-01-01 00:00:00
BC00294187,3,"1,25",Vol que el truquin de Serveis Socials. Diu que fa setmanes que intenta contactar. Diu que ès urgent.,Web municipal,Ciutadà,Benestar Social,Benestar social,,2.44956386,41.54889569,Rocafonda,2020-01-01 00:00:00
BC00294188,"7,45","6,25",FOTODENÚNCIA - SUGGERIMENT | Esta muy bien las bajadas a los chiringuitos pero tendrían que poner barrotes de seguridad en medio. Por ahí los niños se pueden caer.,Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Baranes/ Escales,Suggeriment/Agraïment,2.44754835,41.53381988,Eixample,2020-01-01 00:00:00
BC00294189,"3,75","3,8","FOTODENÚNCIA | La Baixada de les Figueretes està plena d'herbes que s'haurien de tallar i netejar. Quan plou, tot rellisca.",Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.44833832,41.54039025,Centre,2020-01-01 00:00:00
BC00294190,"3,75","3,8",Es queixen de les branques dels arbres de la via pública de l'[ADDRESS] amb c. [ADDRESS]. Diuen que es fiquen en els balcons i no poden obrir els tendals i que els està trencant.,Web municipal,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.42811269,41.53750798,Cerdanyola,2020-01-01 00:00:00
BC00294191,"4,5","3,8","010. | Fanal apagat, zona completament a les fosques.",Telèfon 010,Ciutadà,Manteniment de la Ciutat,Enllumenat,,2.43443304,41.54265678,Cirera,2020-01-01 00:00:00
BC00294192,"4,5","3,8",FOTODENÚNCIA | La part de dalt del Nou Parc Central té papereres plenes i restes de les revetlles pel terra i s'hauria de netejar.,Fotodenuncia,Ciutadà,Manteniment de la Ciutat,"Parcs, jardins i zones verdes (senyalització i altres)",,2.43690775,41.54401688,Cirera,2020-01-01 00:00:00
BC00294193,"3,75","2,55","Buenos días soy [NAME] propietaria del garaje con gual que se encuentra en [ADDRESS]. | Quisiera transmitirles que nos encontramos con el problema de que los coches aparcan en el vado a cualquier hora del dia dificultando la entrada o salida de nuestra propiedad privada. | Esta es una reclamación de muchas que hemos hecho, ruego que se tome alguna medida por parte de ustedes, estamos cansados de tener que esperar a que el propietario del vehículo aparezca cuando quiera o tener que llamar a la grua constantemente, de aguantar la mala educación de la gente, tenemos que salir a trabajar y como ustedes entenderan no podemos permitirnos el lujo de llegar tarde día sí y día también. | Muchas gracias.",Web municipal,Ciutadà,Policia local,Incidències sobre seguretat,,2.45158664,41.54695629,El Palau-Escorxador,2020-01-01 00:00:00
BC00294194,"3,75","2,55","Buenos días soy [NAME] propietaria del garaje con gual que se encuentra en [ADDRESS]. | Quisiera transmitirles que nos encontramos con el problema de que los coches aparcan en el vado a cualquier hora del dia dificultando la entrada o salida de nuestra propiedad privada. | Esta es una reclamación de muchas que hemos hecho, ruego que se tome alguna medida por parte de ustedes, estamos cansados de tener que esperar a que el propietario del vehículo aparezca cuando quiera o tener que llamar a la grua constantemente, de aguantar la mala educación de la gente, tenemos que salir a trabajar y como ustedes entenderan no podemos permitirnos el lujo de llegar tarde día sí y día también. | Muchas gracias.",Web municipal,Ciutadà,Policia local,Incidències sobre seguretat,,2.45158664,41.54695629,El Palau-Escorxador,2020-01-01 00:00:00
BC00294195,"4,5","3,8",FOTODENÚNCIA | Cruïlla 90. El semàfor del Passeig dels Molins amb Camí del Caputxins no funciona el botó i s'activa sol.,Fotodenuncia,Ciutadà,Mobilitat,Ordenació viària,Semàfors / Pilones mòbils,2.44375657,41.54768637,Els Molins,2020-01-01 00:00:00
BC00294197,"5,5","3,8","FOTODENÚNCIA | Al costat dels contenidors situats al [ADDRESS] cantonada amb [ADDRESS], hi ha mobles.",Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.42261930,41.54203182,Cerdanyola,2020-01-01 00:00:00
BC00294198,"3,25","2,55","Fa unany, durant l'acte de l'anem a tancar de les Santes 2019 l'edifici del c/[ADDRESS] va rebre desperfectes tant a la façana com als vidres del primer pis de l'immoble. Ja es va entrar a l'ajuntament una instància, a la qual vam rebre una resposta desfavorable. Es va presentar un recurs/reclamació a aquesta resolució aproximadament el mes de novembre-desembre (número de incidència:2019/35876) el qual no tenim resposta. Tal i com es va plantejar tant en el primer informe com en la resposta al escrit rebut per part de l'asseguradora, estem en total desacord amb la resolució ja que estem parlant d'una encesa per part de la Momerota TOTALMENT directe a la façana de la casa (ja es va aportar un video, i es pot tornar a enviar si fa falta). A dia d'avui està la façana i els vidres del primer pis malmesos. La resolució per part de l'asseguradora especificava que era culpa nostra el fet de no protegir-ho tal i com s'indica en els cartells (que no vàrem rebre), i com és evident ja m'explicaran com tapar la façana sencera;"" i en cap cas, un cercavila convencional els vidres d'un primer pis es veurien afectats, per tant, no entenem que la resposta sigui que """"""""s'ha informat i que és culpa nostra"""""""" quan repeteixo, en el vídeo que tenim i es va adjuntar es veu CLARAMENT com és la comparsa qui apunta a l'immoble i no un cas fortuït. Esperem resposta a la reclamació i una solució a l'in.""",Web municipal,Ciutadà,"Cultura, Esports, Ensenyament i Centres Cívics",Cultura i festes populars i tradicionals,,2.45071978,41.53851133,Eixample,2020-01-01 00:00:00
BC00294199,"3,75","3,8","Al carrer [ADDRESS] i voltants, sobretot a la nit, hi ha una gran quantitat de paneroles de color vermellós, super grans.",Web municipal,Ciutadà,Salut Pública,"Plagues (rates, paneroles, mosquit tigre, etc.)",,2.44143739,41.53654323,Eixample,2020-01-01 00:00:00
BC00294204,"5,5","5,05",Diu que va tramitar un reagrupament al gener i que no ha sabut res. Demana que el truqueu.,Web municipal,Ciutadà,Habitatge,Rehabilitació d'habitatge,,2.42583634,41.53924503,Cerdanyola,2020-01-01 00:00:00
BC00294205,5,5,FOTODENÚNCIA | NO HI HA FOTO | | El reg de la Pl. Occitània està funcionant des d'aquest matí,Fotodenuncia,Ciutadà,Manteniment de la Ciutat,Reg,,2.43367875,41.53796687,Peramàs-Esmandies,2020-01-01 00:00:00
BC00294206,3,"1,25","Arbol que por no haber sido podado casi entra en piso 1º 1ª con todo de abejas, moscas i mosquitos que si que entran en domicili. Es molt urgent. Els del pis de al costat, ho han tallat com han pogut des de la seva finestra. Espero que vostès comprendin la mala situació que ens està suposant dita deixadesa per la poda. És molt urgent!! Tenim nens!!!",Web municipal,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.44813704,41.54980968,Els Molins,2020-01-01 00:00:00
BC00294207,"4,5","3,8",Tel 010: | Comenta que ha deixat voluminosos a la façana el dia que tocava i no han passat | Demana que passin a recollir el mes aviat possible,Telèfon 010,Ciutadà,Manteniment de la Ciutat,Voluminosos (recollida via pública),Avís incidència/Queixa,2.44360575,41.55175920,Vista Alegre,2020-01-01 00:00:00
BC00294208,"5,5",5,Ens agradaria saber si la brigada de neteja de l'Ajuntament va recollir aquest gat mort a la Zona de Les Santes- Escorxador o Rocafonda. Es va escapar el dia 3 de juny.,Web municipal,Ciutadà,Manteniment de la Ciutat,,,2.45017776,41.54487783,Eixample,2020-01-01 00:00:00
BC00294209,"3,75","3,8","Han deixat un matalàs, bressol, cartons als contenidors. I estan abocant brossa.",Telèfon 010,Ciutadà,Manteniment de la Ciutat,Contenidors/ Recollida escombraries,Contenidors / Recollida escombraries,2.43564037,41.53973550,Peramàs-Esmandies,2020-01-01 00:00:00
BC00294210,"4,55","3,8","Tel. 010: | Ahir a la nit algú va deixar mobles al carrer [ADDRESS] i encara estan allà, avui era dia de recollida. Aquesta veïna els ha vist aquest matí quan anava a treballa i ara comenta que encara estan allà.",Telèfon 010,Ciutadà,Manteniment de la Ciutat,Voluminosos (recollida via pública),Avís incidència/Queixa,2.43442884,41.54727069,Cirera,2020-01-01 00:00:00
BC00294211,"4,5","3,8","Els arbres són plens de pugó i les branques toquen ja les finestres, poda i fumigació.",Telèfon 010,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",Arbres a la via pública,2.44837233,41.54350833,Eixample,2020-01-01 00:00:00
BC00294212,"5,5","3,8",Tel. 010: | Comunica que el reg de la gespa que hi ha davant de la Biblioteca Pompeu Fabra no para de rajar aigua.,Telèfon 010,Ciutadà,Manteniment de la Ciutat,Reg,,2.43365597,41.53811847,Peramàs-Esmandies,2020-01-01 00:00:00
BC00294213,"4,5","2,55","En referència a l'expedient número [ID], que bonament ens heu respost tot informant que està previst arranjar el problema entre el 2020 i 2021, no heu donat resposta a quina postura adopta aquest Ajuntament sobre els danys a tercers que provoca el mal estat de l'asfalt al carrer. Danys com ara que, al formar-se bassals d'aigua, amb el pas dels vehicles, aquests ens inunden el portal tot malmeten la fusta de la porta principal del carrer, causant que es reinfli, no es pugui obrir bé i, sovint, ni tancar. Estem davant una situació de vandalisme a la ciutat que no és qüestió de deixa portes obertes. | Tenim un seriós problema amb la porta, una porta que l'hem cuidat molt, fregant cada estiu i vernissant amb vernissos marins amb protecció UVA com perque ara, per una deixadessa en el manteniment de la ciutat, es converteixi en un problema de danys en la propietat privada i en la pròpia seguretat de la nostra llar. | Si us plau, necessitem una resposta i una sol·lució a aquest problema que cada cop va a més. | Gràcies per endavant.",Web municipal,Ciutadà,Manteniment de la Ciutat,Calçada,Calçada,2.44231074,41.53769345,Eixample,2020-01-01 00:00:00
BC00294214,5,5,Sol·licitud informació nova sobre el expedient número: 2019/000003244,Web municipal,Ciutadà,Llicències,Llicències d'obres,Permís d'obres/ Reserva estacionament per obres,,,,2020-01-01 00:00:00
BC00294215,"5,5","3,8","Bona tarda, el motiu de posarme en contacte es per posar en coneixament que el arbres plataners, aquest any han sortit com un insectes petits negre i també polilles que crea molt malestar ja que el meu domicili esta en una primera planta i cobreix tot dos balcons i no poden deixar la finestras o ventanals oberts amb la calor de l'estiu. Aquest any no han passat com cada any a formigar. Agrairia que es formiguesin el arbres plataners i poguer podarlos una mica ja que estan molt aprop dels balcons. Gracies.",Web municipal,Ciutadà,Manteniment de la Ciutat,"Arbres via pública (poda/fumigació, etc.)",,2.45098665,41.54557540,Eixample,2020-01-01 00:00:00
BC00294216,"7,45",5,"Bona nit, | Després de gairabé un mes no he rebut cap resposta per part seva. | Prego informació actualitzada del tràmit: VP-ZONABLAVA-2020/000179 | Gràcies",Web municipal,Ciutadà,Mobilitat,Ordenació viària,Zona blava,,,,2020-01-01 00:00:00
BC00294217,"3,1","3,8","Buenas noches, quiero mostrar mi malestar por el mantenimiento del mirador que hay frente a [ADDRESS]. Dicho mirador se está usando para verter mucha basura, sobretodo de vehículos que vienen a pasar el rato (cenar, beber, sexo, etc). Después de realizar bastantes quejas, la policía local me comunicó que iban a poner una señal informativa de sanción por abocar residuos. Pues bien, esa señal no ha servido para nada, incluso han aumentado la presencia de vehículos en esa zona e incluso han llegado a orinar frente a mi puerta, dejando muy mal olor. Solicito, por favor, la limpieza de la zona y que se prohíba, mediante señal, el acceso con vehículo a toda persona que no sea vecin@ de dicha zona. Gracias por su atención.",Web municipal,Ciutadà,Manteniment de la Ciutat,"Parcs, jardins i zones verdes (senyalització i altres)",,2.42260404,41.54477773,Cerdanyola,2020-01-01 00:00:00
BC00294218,"3,5","2,75","Buenas noches, quiero mostrar mi malestar por el mantenimiento del mirador que hay frente a mi [ADDRESS]. Dicho mirador se está usando para verter mucha basura, sobretodo de vehículos que vienen a pasar el rato (cenar, beber, sexo, etc). Después de realizar bastantes quejas, la policía local me comunicó que iban a poner una señal informativa de sanción por abocar residuos. Pues bien, esa señal no ha servido para nada, incluso han aumentado la presencia de vehículos en esa zona e incluso han llegado a orinar frente a mi puerta, dejando muy mal olor. He intentado en numerosas ocasiones evitar que se realizaran este tipo de acciones incívicas, pero solo he conseguido amenazas. Solicito que, por favor, se realice la limpieza de la zona y que se prohíba, mediante señal, el acceso con vehículo a toda persona que no sea vecin@ de dicha zona (he solicitado dicha señal varias veces) Gracias por su atención.",Web municipal,Ciutadà,Policia local,,,2.42260404,41.54477773,Cerdanyola,2020-01-01 00:00:00
BC00294219,"7,45","3,8","El 4 de maig vaig presentar un peticio per un duplicat de la tarjeta d'aparcament individual per persones amb discapacitat, doncs dies abans l'havien perdut. He fet varies reclamacions i no he rebut cap resposta per part de vostes. | Annexo documentació presentada i incidències presentades. | També annexo l'últim dictament emès el dia 1.06.2020. | Si us plau, prego feu els tramits necessaris per tal tenir la tarjeta el mes aviat possible. | Gràcies | [NAME]",Web municipal,Ciutadà,Policia local,Servei d'Assessorament i Gestió de Qualitat Urbana,,2.43735481,41.55108582,Vista Alegre,2020-01-01 00:00:00
